TT,Quang_Cao,Tiep_Thi,Online,Doanh_So
47,27.0,0.627618771,3.2762062514294947,140.2625668
48,26.0,7.959382176301201,0.6415102475469397,126.8731014
49,26.0,10.678610842979753,3.379336086143037,136.8997121
50,29.0,13.559418059258444,0.5074714169242801,129.3526653
51,89.0,38.33835906904735,7.381733841773537,351.3817124
52,74.0,31.87489791170962,9.581531273537164,325.7305325
53,67.0,22.64827713560281,3.7329667303439873,280.1551652
54,46.0,22.967091662735562,2.232580221604167,186.7170871
55,9.0,1.9358191618543454,2.6966750930123555,64.62567824
56,44.0,10.060162959570008,2.267608999854233,194.0081129
57,9.0,4.068156870858385,0.939506251475148,75.98848158
58,12.0,8.763934734853342,2.814769656761834,95.47172273
59,11.0,9.4177240364432,4.0910810978704655,83.59009126000001
60,63.0,29.179117892932332,7.033015238963278,262.77216369999996
61,91.0,23.08378467410764,6.497207624181996,347.1004964
62,49.0,16.507924881065836,3.226174884384948,206.0796122
63,38.0,1.9237584890635124,2.7442787788012915,170.9192
64,56.0,10.730993538477536,1.1038028880894575,253.5646491
65,77.0,30.992172856032248,4.124915420663621,313.9822393
66,7.0,17.703447602855356,5.026767171433637,74.81567405
67,77.0,28.777545180048214,8.373634701695778,324.099052
68,97.0,28.797739065951976,7.0441821912402425,376.3598902
69,15.0,1.913843296078716,1.1099685292836239,80.00971238
70,58.0,24.223767011796905,6.747405781053146,248.0991462
71,61.0,14.981261093782788,5.2961049455038225,272.1394014
72,71.0,25.91723781246306,5.716479504197963,299.7071
73,81.0,19.27975381639773,3.2299997286440116,314.1757587
74,41.0,17.69280890717802,4.582361770493414,193.0365387
75,,5.456986501616554,1.2924277522243655,116.17721555
76,47.0,22.874956765833115,3.3822448881696903,223.3215216
77,94.0,31.243613339066094,6.255038507575989,374.7452965
78,45.0,16.04777966532311,1.574299936304375,191.1372196
79,17.0,8.665227774758637,3.3854655255126134,84.28931563
80,71.0,21.47798862777319,3.001572997579724,297.6321364
81,15.0,4.529494011386561,2.696906774382001,102.41731834
82,95.0,36.54674676756757,3.940907389343419,374.4239745
83,32.0,7.886694853086729,3.830922643717236,152.0926738
84,4.0,1.1642490215630366,2.2907878352376727,68.06509252000001
85,91.0,44.76582039654313,9.486412392835145,361.5934202
86,92.0,36.795244010282275,3.7421136014208285,370.3131637
87,40.0,16.82924065174816,4.148899974468481,179.2065565
88,83.0,31.512464898542486,6.956715633323096,329.7437748
89,89.0,32.43229729552028,5.929920267082021,360.2090696
90,30.0,9.268478491459426,2.0867745821489216,129.1809671
91,25.0,0.758066665,2.560276501570551,137.26969400000002
92,20.0,0.8726547032423759,4.923602571627411,128.6348659
93,64.0,24.60141905700706,4.097089176029441,287.4011715
94,8.0,7.303439205138204,4.59695473702939,76.44298395
95,88.0,36.62891535174249,8.608161331286803,361.7606331
96,13.0,2.0212322741730633,0.4258161666887668,97.62590273
97,48.0,23.456712787498855,4.72631423370304,199.1981389
98,26.0,10.530654746625991,0.622621689711117,123.99963768
99,,6.822761360061329,2.4946673048968635,81.18672988
100,34.0,11.333442850490744,3.08197867580785,165.4152859
101,85.0,33.22074598113621,4.08933981919511,334.3616681
102,30.0,8.014267665805878,4.686269820854546,158.5654887
103,42.0,8.395644087532945,0.7867112305887849,177.2546677
104,22.0,7.322691529008,3.360375776828963,137.3081088
105,90.0,17.980763165939905,3.064456466713438,358.5791129
106,80.0,24.52157663670711,6.780675251762693,332.6190894
107,61.0,25.324877878301717,4.276546107980646,250.4862319
108,84.0,28.00743661636824,3.8422454264391575,358.9664321
109,85.0,30.88362195900416,5.549020022792122,359.6459156
110,56.0,19.964274489005582,3.2718840841559316,247.4683071
111,26.0,15.997018256017133,4.478608634891939,130.18531230000002
112,13.0,5.532973290582223,2.670771089286947,87.31766345
113,16.0,0.9625359496523069,0.6166686842466852,111.11553566
114,52.0,13.462447219971791,2.766541835996292,222.225133
115,34.0,16.06831491223049,4.143552682016093,168.8359148
116,68.0,27.437354401831364,2.924010761080609,288.105633
117,51.0,12.10882529638874,2.1117837356329927,207.9860143
118,67.0,17.851237026142954,5.180503842816078,292.7373384
119,,29.298914084586972,7.653638195446008,361.8186903
120,68.0,13.290550073853822,1.3437423000995592,275.7513879
121,99.0,32.23379168787592,8.876563876176844,381.5821434
122,41.0,14.814648155703466,1.7450607612152025,170.2164746
123,85.0,30.872334595945176,3.1130612467040333,328.397391
124,31.0,8.502319632437636,2.369251512605192,157.3443679
125,24.0,14.944212954065097,4.126965722155619,129.5039262
126,46.0,19.226081081933643,5.216077753593101,199.5641128
127,22.0,6.272650290161959,2.123443917472141,121.43343282
128,29.0,2.3695484113230583,2.0301555111842324,129.1503565
129,99.0,36.26274404784494,5.920008453797605,379.7973747
130,16.0,1.0389882508039774,5.4559082391974565,105.94072509
131,32.0,18.686045310958423,5.602711122084158,156.1015188
132,32.0,7.3901521582442875,1.1028363858614179,160.5443199
133,12.0,3.639814817946415,0.5115519142443565,74.18778559
134,37.0,16.51041660030024,1.7232165686089382,166.3801238
135,27.0,15.686080993572876,1.0084799200791803,144.3308074
136,84.0,24.445113219562657,1.6636758718478932,346.0466894
137,60.0,26.02723623977743,1.869374659588448,265.4027581
138,61.0,19.757958921565812,3.8401405400319217,251.9989318
139,91.0,30.080995648874303,9.825119758253596,366.4281402
140,95.0,35.38352556656764,10.7349561740389,360.3014311
141,,7.777165915048563,1.382680448639345,90.25918923
142,70.0,31.267558896140518,7.790644621576145,298.9603772
143,61.0,20.036908184657108,5.992478572589255,274.3019048
144,28.0,15.499537670185555,1.7568214274722926,142.0546557
145,58.0,12.58866446494904,1.977171489171339,233.7495053
146,25.0,12.115587609197974,1.5681683039182204,131.09959329999998
147,59.0,21.410703333784532,2.2921880109518353,268.0816632
148,36.0,7.675598177460326,3.466270880398273,181.9537519
149,11.0,6.449708763302365,1.3070303911829384,86.70848656999999
150,75.0,31.743255215041327,4.987152711640924,324.3466037
151,59.0,28.294400196672434,7.142662880750317,247.4507601
152,19.0,10.132508802889829,1.7814149370821561,107.54907175
153,33.0,7.300559980801126,0.9914753960469942,169.5920869
154,63.0,16.19229434303486,5.171854691304284,259.02117699999997
155,46.0,22.004495524239132,4.781241695853596,208.3277351
156,98.0,34.43686883203651,7.479535278193371,379.1039697
157,41.0,17.395244995061216,2.812089907771781,185.5796388
158,1.0,0.758569411,1.0742273630483958,60.54799802
159,12.0,0.9399280372361645,2.236154621349816,102.54794767
160,23.0,4.450623198063845,1.026018794174602,135.3748636
161,97.0,31.12162502930067,5.762164107437256,376.4266721
162,38.0,4.452230636039334,1.8119028815019873,156.0772545
163,,37.768352896971386,7.342889362940143,353.5551842
164,40.0,18.75671390916132,0.8947748568989451,171.1456862
165,36.0,17.249484343305006,6.996607811835777,178.5822256
166,49.0,24.329923213291337,5.300342115903684,199.9861639
167,77.0,27.99979286861214,3.8135989545514115,303.955153
168,49.0,20.294589211414202,5.079316901717075,203.3746767
169,49.0,20.677492250839762,5.7916459715138995,222.0111372
170,69.0,21.148802033439072,1.921440984628108,286.0908818
171,54.0,16.92657023272601,4.722407395748786,229.099035
172,81.0,21.83639170741127,6.885585606468334,313.0207452
173,23.0,8.059158494602341,1.4919517468231234,122.61236339
174,90.0,27.219704757011776,3.5692213194591043,361.3726161
175,69.0,23.091907418931815,6.501520187682825,270.979961
176,91.0,34.960818986954195,7.9088298617789405,359.643793
177,66.0,22.89988784344114,4.212033463055139,271.4947988
178,87.0,25.429698273369993,2.455084942607117,337.1429635
179,58.0,22.585821951013486,3.1831389466846907,244.5681841
180,31.0,11.022626202202659,3.760145087876505,163.3753078
181,99.0,36.79090167178627,8.595031943796759,374.0483366
182,77.0,25.278415259243033,,313.649441
183,,0.6093810589916677,0.8784892815925183,81.54529263
184,21.0,0.413849392,,117.35709194
185,90.0,28.962597049212626,9.532906087488001,356.4840935
186,71.0,24.749842720250435,,283.3589687
187,30.0,7.709889084981041,1.130726589535905,150.3870645
188,75.0,24.58343327384642,2.653660099706422,296.0264376
189,84.0,29.425767686147882,,345.2643973
190,43.0,5.929258520512568,1.6009430855811617,177.8312537
191,76.0,26.288791035967986,7.653333353804902,307.7480985
192,36.0,10.699137743381435,,167.6268646
193,20.0,12.925594536151522,2.7120574688961323,113.96782897
194,12.0,8.189704274793456,2.599498581496237,88.25378214
195,33.0,10.787863408503865,,142.1141409
196,12.0,5.736527162285585,0.17691786855691424,73.30375112
197,94.0,,6.7159934030888255,370.9528384
198,8.0,2.5511384392919463,0.5092350923758093,62.24327179
199,2.0,2.130848726298101,2.307071701238891,70.55251127
200,81.0,,4.893710236690148,341.7256236
201,32.0,10.99065815898615,4.35753919613787,160.7731514
202,82.0,26.721291565541293,4.4714940199705255,333.3930492
203,17.0,,4.384022770572459,103.03149813
204,73.0,23.743674194565955,4.719955390059035,294.6030059
205,32.0,11.23137800587128,0.9894967821931298,141.2374967
206,12.0,,1.9506374788385095,75.00921016000001
207,83.0,27.889064558283007,4.444406077368182,317.857168
208,68.0,25.140429702216213,6.354379833748898,
209,37.0,9.63652066809995,1.4608221550710572,160.5300789
210,,16.494418117126862,5.319328481718214,233.8163817
211,89.0,14.955150876752999,2.770842713816018,350.5137107
212,98.0,31.47607162078609,10.738582887904432,382.1245732
213,94.0,29.880755666958233,6.694106505196151,359.0892379
214,93.0,35.87174287838412,6.560468558198952,
215,27.0,1.8910120236306442,1.1019291443246784,122.50795879
216,48.0,17.266473363656022,3.2957019401168774,216.6180402
217,70.0,26.87276218499206,6.052479279691232,281.4252258
218,73.0,25.578824764956057,4.037109709883084,304.5906387
219,51.0,25.607245265469267,7.446290282873072,234.8956538
220,38.0,13.534929164780726,5.669604107940804,184.6309441
221,74.0,23.69247748684549,0.39062255334185947,
222,76.0,31.404353810598536,8.309398864568116,315.0198478
223,44.0,14.008568869252791,5.2267946865954755,195.1261872
224,19.0,2.5697428077303144,4.975467965161274,103.81257166
225,72.0,23.55461284621683,4.024897205197099,302.0940713
226,19.0,7.014825608114951,1.2855277765736899,
227,9.0,9.689379917201121,3.1416448858077572,76.15173712
228,77.0,35.97928867505515,7.540872769997446,300.8154126
229,57.0,18.666351454905232,5.419564191435175,250.791715
230,38.0,10.237741645931054,1.963601466527309,187.3039063
231,16.0,6.210852536023991,0.6662794158900928,
232,22.0,7.736736477426998,0.6922388291212171,136.1277488
233,15.0,0.6733414135514586,0.8275051810079364,105.45443519
234,16.0,2.8744840999439156,0.7796270798588625,94.99070666
235,39.0,10.92184941775434,2.3991103997028174,163.6769979
236,22.0,0.24494605239224065,2.9216215194104596,
237,34.0,5.193302886495651,0.02822246537295103,143.5011567
238,61.0,20.57442942844618,7.164529404519216,254.0903237
239,70.0,23.696876607755232,2.7629488427657125,301.9190626
240,85.0,21.823045908941634,3.344851228936403,347.6677652
241,36.0,16.54616254635192,5.577735727572056,182.490072
242,7.0,10.560769132632783,1.5918190862083708,81.81533661
243,32.0,12.314599834203218,6.005003751528933,164.792394
244,51.0,20.796801245018425,3.518914427849014,237.1691189
245,46.0,15.898092703073877,0.4975633343916699,202.5025509
246,69.0,25.337684613711197,3.7880876514195054,278.9861099
247,57.0,19.83485601778613,3.8398913436108666,240.9054823
248,91.0,32.216042832242984,1.3795959841442116,352.6536439
249,60.0,17.83070202366123,6.192520452894833,239.4576138
250,25.0,10.170381095547091,2.6061239321006466,122.20055286
251,21.0,7.5699088907266425,4.134010446076001,124.10933661
252,94.0,29.386544613273028,5.175394111707553,372.1547599
253,5.0,8.387672836235751,4.116723337920434,66.35123045
254,46.0,12.51161418035872,2.5194787363933004,198.1550912
255,34.0,2.022799659551795,0.09875761085209753,164.8343646
256,12.0,10.791996884397733,2.60031502166185,90.125304
257,38.0,9.301994563528723,0.2586508883295657,177.9496029
258,72.0,30.928061058815874,7.3979382370411395,295.6378511
259,81.0,28.454030491862493,7.065778380829666,328.6096465
260,69.0,29.593498899458428,5.7084029429786876,273.0514829
261,66.0,24.128837123599375,5.580529293770567,264.73289320000003
262,40.0,12.69972076008619,1.4287218819742398,187.1479537
263,44.0,16.3477569233967,4.4323684126159035,192.5332259
264,95.0,32.06901659576624,6.197440566187417,368.7047069
265,59.0,15.938965879090532,5.755579652321082,247.4538087
266,65.0,14.893959301441985,0.6512028929769319,254.5582512
267,76.0,19.78474948418069,3.880796445845996,294.0373261
268,5.0,10.802259753273173,2.8198830952225364,67.65152205
269,66.0,37.14919128399332,8.629973704884561,288.5238127
270,81.0,22.96679086876319,6.818601836717785,321.2485996
271,4.0,1.7778727669317826,0.46594094315761125,71.84859882
272,88.0,32.73095843886965,5.345474143497581,347.4697556
273,79.0,33.6353878980529,4.716632271960496,337.3107698
274,35.0,16.95632951702377,3.3146046097736486,148.9521411
275,80.0,24.395317738730807,4.088590256192892,345.5882954
276,45.0,21.258513763724345,4.351129465769871,213.8286445
277,14.0,1.095054697,1.8595151706337192,80.33417256999999
278,98.0,31.952727180993012,4.385463644011976,367.6522282
279,23.0,5.809106117392142,0.8167781524506653,109.70733843
280,84.0,31.25535386509012,2.996901925521399,358.0773697
281,50.0,14.982493795257714,4.075491438908567,213.1163762
282,19.0,8.23008534560984,0.5871665270534482,123.16192205
283,11.0,3.6066672210176534,3.853364902152168,72.50814092
284,74.0,20.27515989031793,5.137177857627828,319.4933353
285,62.0,20.937585155789392,9.38457614443892,256.9942926
286,14.0,6.670084789127063,4.44112760942173,87.07952449999999
287,80.0,21.7243686268133,4.9375290664424165,329.9042152
288,55.0,18.73551088265206,5.860025063421264,245.7061299
289,57.0,23.882525866114218,5.56148981455146,250.469526
290,38.0,15.144561096236592,0.8975358320063008,182.6872981
291,22.0,5.180355398178861,0.16237523714054433,104.93998662
292,41.0,11.147263379161169,3.093025909585392,210.3102927
293,54.0,19.354758538142704,5.159129156673412,241.2681567
294,16.0,12.145730598018266,5.992456777655564,116.95954527
295,29.0,10.703561431841159,0.6810309930638845,136.1431062
296,76.0,20.287270567191822,2.417991505142031,300.3886734
297,21.0,8.288673073864128,3.2267717283524315,118.35175941
298,76.0,23.101480385092845,4.121388467567188,301.0838978
299,93.0,23.170551310500215,2.309555246277848,358.3682547
300,44.0,25.301220357136994,4.571891540693598,197.8854592
301,13.0,4.627063496633212,0.8325250351069607,78.97461493
302,22.0,3.8648357762853465,1.7837683097496648,116.49656896
303,64.0,22.671772756697973,8.151205544973976,254.1969742
304,28.0,9.182523273328721,0.45991551137524156,150.3393415
305,79.0,22.72981600439685,8.381722253441188,331.6065875
306,48.0,14.412393705650734,3.50515141780365,195.2833159
307,52.0,18.48625938474067,1.7618843617524367,235.5717703
308,88.0,25.64621065908162,5.082859400455603,339.1805472
309,73.0,21.297494069360614,3.9481920813123397,305.8316239
310,77.0,29.4357463864854,4.5324583511816785,311.677508
311,16.0,1.060644401,1.3572212713487777,98.09318596
312,40.0,16.92030433844035,4.431536425281691,185.6150905
313,83.0,23.644214585912664,3.372139718554387,320.4915271
314,25.0,11.967574979808525,4.9157922184856275,119.00245512
315,28.0,1.2408836146465656,0.24715623575928125,148.1219261
316,44.0,3.272771722986483,3.593481754942643,199.7450326
317,72.0,17.741205003789524,0.4954893083277961,306.5928898
318,69.0,23.311075255370206,8.353152851804419,292.8036097
319,23.0,12.972192634816226,1.7097646544297986,141.78384440000002
320,28.0,8.479723887234357,0.9762533472761021,130.77670790000002
321,88.0,36.59742293693436,3.9767261785190477,368.0877465
322,68.0,26.41725681291425,3.679437492162461,283.3754265
323,40.0,18.025033245018495,3.9642691107159216,196.8566675
324,27.0,14.671743481404917,4.767436409362104,143.91638360000002
325,29.0,10.373527374342101,2.3222526839582285,154.0148388
326,33.0,7.397128231165377,4.336804462596586,157.5496146
327,58.0,14.697232232781328,3.7447715171684854,233.2744516
328,41.0,14.101087484775535,4.155205916216748,200.5461581
329,74.0,24.413400189309268,4.978741460318997,310.5962329
330,24.0,4.6430937182265035,3.4224511726883984,116.49752891
331,62.0,24.50775921387166,4.107389422156601,251.276965
332,48.0,20.59152355331337,5.383716875305105,205.3195365
333,38.0,16.922576366619182,2.891706340827429,189.7562034
334,77.0,22.348243296241456,6.690415050397967,334.2043274
335,67.0,29.079898991672767,8.732681505711852,271.091519
336,81.0,28.744617118184525,2.633197010370841,325.5584458
337,43.0,8.141363124595122,2.2897661602327988,208.7118744
338,50.0,15.743527401663458,6.244297652449502,216.0034733
339,8.0,0.19072251004857277,1.1056224385487128,86.86530832
340,85.0,25.757234981992077,3.9318519378186236,356.6478588
341,82.0,24.028752486563963,6.151719544976036,322.0564909
342,19.0,1.2458744767764154,2.9327286979346834,98.87341975
343,83.0,37.06066881762911,5.009232695222067,339.311367
344,75.0,27.47649320184274,7.619841456607834,293.7997822
345,36.0,2.332820571780523,2.6081669429562147,157.3260378
346,88.0,35.30088501252158,2.6673654727913094,364.115278
347,37.0,23.141253668558242,3.479911273461974,188.6396214
348,67.0,25.052544372291226,5.87805456328767,294.4449939
349,58.0,8.55925894620055,3.291393022826675,250.0640548
350,34.0,7.280760694644773,0.287087543558667,150.32892429999998
351,23.0,3.765192382366997,2.6404445980911975,129.5246807
352,78.0,27.490885905707025,5.352729610472196,332.8933318
353,79.0,21.498342288102428,1.0676865851236963,307.7108546
354,15.0,15.048423158725912,6.484252479776904,79.65466518
355,56.0,21.970513827652905,5.556900743604736,253.4241305
356,74.0,21.18279158522265,3.7078697271270293,302.3993307
357,17.0,12.680186723883326,4.9165440934569755,111.22925533
358,34.0,13.660933592369224,1.5391067351850625,149.595707
359,34.0,14.26729922204063,1.6881186400640016,150.0736865
360,64.0,15.847006664768948,5.457009612529509,253.5424705
361,75.0,35.36618190482223,4.79636992764052,306.1147925
362,9.0,5.094590683212125,5.906448493491384,71.52969738
363,16.0,4.989725353054157,2.9423139295974785,99.74160402
364,40.0,0.944493330020399,4.870765948117928,186.1829547
365,44.0,14.059629224245601,0.7605395219840968,199.556761
366,39.0,7.1300472736824485,3.3829309397889786,166.5900868
367,38.0,0.857280644,0.38750462618208004,162.697369
368,17.0,2.6462262021617735,3.828635635300271,103.65146156
369,17.0,6.257929586566393,0.9809347000492729,83.92532301
370,51.0,15.413344569921676,4.161914302961512,229.4533806
371,16.0,7.802211781790687,1.1784476637459982,111.78602638
372,32.0,12.69264599373844,3.4059792501423036,158.3876269
373,55.0,10.77140083949151,1.2250888067525763,224.1316965
374,80.0,26.900123478104355,4.555257474580229,325.5678307
375,18.0,1.1707467160420282,1.6434829682222263,107.71102545
376,21.0,20.325537697250642,0.26744370771828174,114.0932451
377,56.0,22.681172742920772,4.595763394054499,239.5067384
378,92.0,36.13762512889069,8.360585393073933,359.2548231
379,52.0,12.340270441455036,5.74258680465694,209.2832675
380,34.0,23.51769644946274,8.812952512039642,176.1302268
381,82.0,24.94317611739423,5.529512938781394,339.0867756
382,14.0,2.952440028863192,2.3292843887461916,107.1296575
383,15.0,0.05894305457199911,0.6430998704254093,80.74975786
384,96.0,29.758183959253017,6.623487770422308,370.6002412
385,77.0,21.152531007682192,4.622947868146473,326.0213397
386,24.0,5.907952091653385,4.709936411372043,139.2225515
387,81.0,29.756176568260262,4.762759238056225,311.3361747
388,76.0,34.654539518605574,8.669485864623,315.1991827
389,28.0,7.047944496275692,1.012089823215707,140.3592435
390,15.0,10.158327412496332,1.5382481602902343,107.90996955
391,90.0,27.185721511725156,2.4257290158912816,353.3217343
392,47.0,18.100705290316746,6.394944092314081,208.6120012
393,20.0,1.9424076778223243,0.5905897973456773,95.90876724
394,12.0,5.466563224254489,4.58409967433202,78.54400783
395,61.0,18.218912904226844,1.647339282932295,247.4692477
396,41.0,14.576145464279376,5.412417317133357,184.8115953
397,79.0,28.138270294346817,4.241748688240692,325.7539331
398,3.0,7.273078253591726,5.046487446472126,66.86991628
399,64.0,23.131509925350514,2.635369184123418,263.37143779999997
400,67.0,21.536172745382345,5.320319526922686,278.46132769999997
401,21.0,1.1834173519550708,1.826264059680225,133.70799010000002
402,89.0,34.942239815615665,8.804931488447929,365.7979819
403,78.0,34.859360363173224,9.937068981600369,316.8702502
404,61.0,12.162969812927177,1.9189023028731342,243.7967423
405,85.0,30.79562129427143,6.296059714570121,337.2336302
406,86.0,24.06120603386099,4.3087370165719285,363.7265651
407,27.0,15.467258695597787,6.454114192554666,133.83526519999998
408,16.0,1.4054901085289437,1.8615578123033296,109.46857638
409,15.0,11.72196711747926,2.2596301565896755,88.78917282
410,92.0,33.408566332202,8.246663800531788,372.8821393
411,19.0,16.15224439413109,1.6206387992304458,97.79319186
412,80.0,20.962036185414224,1.849195338435974,319.3729329
413,25.0,7.691840123861481,0.0955241123032758,147.398031
414,65.0,21.501697560182645,4.1122444378520795,251.0680983
415,39.0,11.193622363876765,3.839302444089805,172.6703206
416,26.0,10.180662162351254,2.0085430312999306,133.65424109999998
417,78.0,22.40309898474577,6.540737316299206,326.9796888
418,73.0,30.491123449039424,6.621695087016504,287.0000087
419,49.0,30.135192966671397,5.503953663834011,228.0578945
420,61.0,20.91707289125723,0.9360537369999231,248.8418947
421,41.0,19.651232125928544,1.075779156866719,189.791014
422,46.0,23.119310107209973,5.117077128960045,205.3746086
423,38.0,8.33620022826455,0.8514423011662483,171.3577853
424,95.0,30.053917031506614,4.78570309566051,368.9400859
425,14.0,8.655939532285283,4.012636971617718,91.54840294
426,65.0,17.777992210579185,2.732673388308606,283.0178365
427,84.0,28.547733855101825,9.053596092278198,345.7153444
428,44.0,12.981480245049887,4.570549116928975,192.0873958
429,7.0,13.38163906358588,2.470575564395387,67.71995548000001
430,55.0,10.843436899598505,3.3038101248871308,236.0777734
431,40.0,13.951446851937337,1.949841145959776,198.0991172
432,43.0,21.30360019041686,7.5744842594736035,203.2981283
433,41.0,22.928308671224386,6.163653198253995,198.7272456
434,81.0,24.06634317471912,6.513199011822874,338.6573391
435,44.0,14.709618921883777,0.3846271534374527,200.7308268
436,14.0,2.7785903406427623,2.1986092418084775,106.00013719
437,81.0,31.736432460012328,10.125668107062891,322.4868165
438,9.0,2.1435653380993727,0.6335006034540035,69.06889906
439,51.0,9.356741695324665,1.8799987047899571,217.8000619
440,64.0,17.361051443750462,4.411687916998984,285.8904476
441,41.0,19.245226424926,3.20459748007234,195.979336
442,28.0,15.279618822871917,5.37194987461482,144.4727749
443,92.0,25.37833177361072,5.0400563578213875,372.5747397
444,71.0,29.048583927352436,1.5101728519100366,280.2829028
445,50.0,27.53624151461466,7.167967920876811,235.3998707
446,87.0,32.048310345818734,6.0809431229871915,336.6077516
447,88.0,28.880911697078695,7.733310274489445,359.3205757
448,50.0,12.736935022029222,3.5236457668557533,226.1568419
449,18.0,9.101369570264882,1.422411881401159,105.78641866
450,55.0,14.766455984526038,3.387455832011319,249.1978986
451,26.0,6.009587410437667,4.28001536179453,132.972791
452,29.0,10.817416229146081,4.899862102639532,128.8823237
453,95.0,38.011789763422115,6.202968503418858,383.3505386
454,19.0,6.031197404916201,0.9447890230378047,96.40097342
455,13.0,0.388039549,2.0113316230345357,77.03837385
456,59.0,13.262050846331428,4.1212584990391665,251.1354247
457,34.0,25.963189641210228,8.98151858550668,178.6567212
458,88.0,40.54832583503423,8.68976610751339,373.3927363
459,15.0,7.704883351592348,1.7184717482456202,94.36480656
460,91.0,31.891297012471053,4.417297815657919,380.0516262
461,54.0,9.710756902593484,2.9175083045015686,245.6092421
462,34.0,4.925257033852324,4.6525982839698985,156.7305548
463,79.0,24.470362216475728,4.932564473640872,339.9454726
464,27.0,6.435521646636652,4.267422161553739,144.4005846
465,28.0,3.97658779963052,3.221023041095973,155.9591588
466,58.0,23.88903130843134,4.182735256110176,265.6929268
467,73.0,18.632109403652223,3.4527109107092504,306.2953957
468,58.0,26.578471860013373,11.142431399159854,267.5873706
469,42.0,14.069234216863032,1.6178637673249883,171.5321116
470,52.0,25.080581669945385,4.427722325191234,239.4367376
471,75.0,29.867497034846423,7.349733964648496,316.1435571
472,11.0,8.788218618273392,3.394515665954458,86.21910758
473,83.0,24.021970669953326,4.0224581028671595,346.0701137
474,10.0,5.1534073162329594,3.3195332327070064,83.20951843
475,64.0,19.763781724128346,3.357615610901472,265.8030093
476,89.0,32.66883887452629,9.342935194998624,344.4375263
477,56.0,20.203654738578216,9.05744056535677,239.3964426
478,25.0,8.632579817260956,0.8086794977127618,142.02071610000002
479,21.0,11.05770670120261,0.9646315813155156,132.45457290000002
480,84.0,31.151349687672543,1.928275988814323,355.0147603
481,76.0,27.89680071083296,6.733956358102375,317.2098585
482,17.0,5.85687319381483,0.656102763734716,109.23363563
483,37.0,16.232500084131807,0.8708234607557406,185.4351038
484,76.0,21.74650010962711,1.6312841179301951,317.5465306
485,90.0,27.54943591393886,7.31608802890438,347.2334226
486,57.0,25.25106337289391,4.581343559132624,243.2020915
487,41.0,16.783164500176028,3.1630066262359997,179.2261706
488,63.0,17.150540948141447,7.627758464719724,265.226864
489,12.0,4.642925958430052,2.814077732216149,91.76720286
490,37.0,5.382249358986534,0.8503003186995839,184.7073365
491,54.0,14.7014189201467,2.556403163892773,235.9051685
492,10.0,7.196748455425464,5.265990027343007,81.48493055
493,17.0,17.90887865750568,5.613555669541703,101.96167134
